Occupancy Model;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
Transition Probability Matrix;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
Four resident house;;;;;;;;;;;;;;;;;;;;;;;;;;
Weekend;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
Ten minute period number;Combined State  @t;Combined State  @t+1;;;;;;;;;;;;;;;;;;;;;;;;
;;00;01;02;03;04;10;11;12;13;14;20;21;22;23;24;30;31;32;33;34;40;41;42;43;44
1;00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;03;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;04;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;12;0;0;0;0;0;0;0;0.75;0;0;0;0;0;0;0;0;0;0.25;0;0;0;0;0;0;0
1;13;0;0;0;0;0;0;0;0.2;0.4;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0
1;14;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;20;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;21;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1;22;0;0;0;0;0;0;0;0;0;0;0.052632;0;0.73684;0;0;0;0.052632;0.052632;0;0;0;0;0.10526;0;0
1;23;0;0;0;0;0;0;0;0;0;0;0;0.083333;0.16667;0.5;0;0;0.083333;0;0.16667;0;0;0;0;0;0
1;24;0;0;0;0;0;0;0;0;0;0;0;0;0.33333;0.33333;0.33333;0;0;0;0;0;0;0;0;0;0
1;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.085714;0.88571;0;0;0;0.028571;0;0;0;0
1;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.36364;0.54545;0;0;0;0;0.090909;0;0
1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11111;0;0;0.11111;0;0.44444;0;0;0;0.11111;0.22222;0
1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9951;0.004902;0;0;0
